Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
MARCH2	51257	0.164597977781142	0.0290023663705827	0.541176397111111
ZNF655	79027	0.164622151641458	0.0290117191841138	0.4714473185
		0.164626809433943	0.029017633530682	-0.220535304833335
NCKAP1	10787	0.164652172965004	0.0290271984639891	-0.775925700611111
		0.164734399324854	0.0290467913044876	-0.594322441666669
ITPKA	3706	0.164747886990936	0.0290542667568557	0.624769645111109
RFC5	5985	0.164824806617118	0.0290729316086814	0.732531761722224
SLC20A1	6574	0.164999541841049	0.029116644143419	-0.542983663555555
		0.164999541841049	0.0291177849744179	0.670355074888889
		0.164999541841049	0.0291206053840872	-0.715480209555555
		0.164999541841049	0.0291241727113389	-0.940282796166666
NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F	729262///728130///728118///441457///54754	0.165004100592304	0.0291318080179987	-0.900100118555555
CTSL3P	392360	0.165004100592304	0.0291351877132601	-0.447477925888888
TTLL12	23170	0.165183982491424	0.0291801156739184	0.443211228222225
		0.165183982491424	0.0291831250651706	0.433889301722223
		0.165183982491424	0.0291836769211857	1.25691783144444
		0.165183982491424	0.0291873928408317	0.829484379722222
PLA2G4C	8605	0.165303868146475	0.0292136906300134	0.531665822722222
KLRC4-KLRK1///KLRC4	100528032///8302	0.165376889017064	0.0292317121052718	1.28286820566667
		0.165421321563875	0.0292446839954204	-0.496013207499999
PNPO	55163	0.165425750265016	0.0292505851540659	0.66119844361111
ZNF2	7549	0.165451642688156	0.0292614135879878	-0.609037613666668
		0.165451642688156	0.0292654014804056	-1.16119843961111
CTNS	1497	0.165543236629032	0.0292901857816617	0.732555343722221
GH2///GH1///CSHL1///CSH2///CSH1	2689///2688///1444///1443///1442	0.165543236629032	0.0292989468481355	-0.413147271666666
MYO15B	80022	0.165543236629032	0.0293017870108132	-0.897407070722221
FCGRT	2217	0.165543236629032	0.0293020901814514	1.01963498172223
CLSTN2	64084	0.165612005953216	0.0293193867165095	0.774407514222223
		0.165626813995669	0.0293271327154857	-1.07974429494445
TXN2	25828	0.165778819234482	0.0293648185670012	0.645320157666667
		0.165778819234482	0.0293693147547754	-0.662675312277778
TTC31	64427	0.165778819234482	0.0293694353187291	0.400784249444447
PRTFDC1	56952	0.165782454929398	0.0293752086686879	-0.613497715166666
CYP4F12	66002	0.165907255721165	0.0294024553934233	0.587496762499999
LRIG1	26018	0.166007194285159	0.0294292487742994	-0.723486691777776
CATSPER3	347732	0.166007194285159	0.0294342335158095	-0.467224177111112
TOR3A	64222	0.166007194285159	0.029447307426322	0.575162765777778
		0.166007194285159	0.0294505052479558	-0.777113864444443
CUEDC1	404093	0.166007194285159	0.029450696668812	0.522971216999999
MAPK4	5596	0.166007194285159	0.029454722082961	-0.456148936833332
ZNF720	124411	0.166007194285159	0.0294585011533804	-0.846123648611111
TSPY26P	128854	0.166007194285159	0.0294648022329856	-0.624675923500002
LACC1	144811	0.166007194285159	0.0294663925501673	-0.748936152000001
PTMA///PTMA	5757///5757	0.166071926634801	0.0294853515184359	0.351961657222219
KIFC3	3801	0.166071926634801	0.0294902598348657	-0.684672318666668
KRTAP5-10	387273	0.166071926634801	0.0294932972025542	-0.522249478777776
TRMT1L	81627	0.166113495237007	0.0295058190079409	-0.895534944388888
FNIP1	96459	0.166191010013109	0.0295247294172604	-0.512943481111112
KIAA2026	158358	0.166205858716123	0.0295327530813116	1.28804837516667
FN1	2335	0.166205858716123	0.0295385265388069	0.942052838722223
PRPF6	24148	0.166205858716123	0.0295481091957974	-0.590488868555555
APOLD1	81575	0.166205858716123	0.0295487179701329	-0.567166882388889
TUFM	7284	0.166205858716123	0.029553079113937	-0.813530644555556
AIMP1	9255	0.1662709264439	0.0295697931747019	0.742025129055557
		0.166363969449863	0.0295951644526376	-1.18296485833333
		0.166363969449863	0.0295994915572496	-1.93524003088889
		0.166363969449863	0.0296105889788817	0.423609145388891
		0.166363969449863	0.0296123274703295	-0.929931513333333
		0.166363969449863	0.0296207512255487	1.78131573494444
METAP2	10988	0.166363969449863	0.0296240960881303	0.60878926316667
ENDOV	284131	0.166363969449863	0.0296270715033874	0.521354219055556
		0.166363969449863	0.0296275179652057	-0.772687488500001
SNORD116-14	100033426	0.166367188036195	0.0296359472876645	-2.781154966
		0.166367188036195	0.0296383858393123	-0.764757809888887
MAP3K11	4296	0.166403966355233	0.0296500863908848	0.425066153444444
GJB1	2705	0.166440701334259	0.0296654228197599	-0.5170512045
FASTKD1	79675	0.166440701334259	0.0296669311093922	-0.797492308444445
MECOM	2122	0.166637913328725	0.0297072385322271	-0.744971576388888
CBR3	874	0.166666028899977	0.0297220928469002	-0.505332920388888
ALG13	79868	0.166666028899977	0.0297225639856276	-0.684593716555557
OARD1	221443	0.166674980448586	0.029729589941612	-0.788146501944444
PIEZO2	63895	0.166674980448586	0.0297344740963012	1.53585866011111
		0.166703514993589	0.0297447223467104	-1.59251129983334
KRT16P1///KRT16P3///KRT16P2///KRT16	729252///644945///400578///3868	0.166706582791415	0.029750961144313	0.506175142166668
INO80	54617	0.166706582791415	0.0297555854126937	0.439459474
PARS2	25973	0.166768541870598	0.029777549140054	-0.575031117555555
DDX25	29118	0.166768541870598	0.0297926263220041	-0.433041808444444
HSP90AB5P	442083	0.166768541870598	0.0297931533784848	0.49428335738889
VPS13A	23230	0.166768541870598	0.0297965807580854	-0.924433266666664
ACP7	390928	0.166768541870598	0.0297972065346493	0.443292076388889
RALGAPA1	253959	0.166768541870598	0.0297976030847655	-0.999706209555556
TRIM32	22954	0.166832877235489	0.02981426004493	-0.874545677388888
MACROD2	140733	0.166855577154587	0.0298263392880278	0.396224776166666
		0.166855577154587	0.0298286415890351	-0.610813845666667
HSF4	3299	0.166940104418303	0.0298489175283368	-0.520978164722222
RTN4	57142	0.167066855519974	0.0298767496335339	-0.443597929888888
		0.16715435267849	0.0298975685416401	0.399420582611111
ZNF283	284349	0.167190600523903	0.0299092247216735	-0.999443489722221
		0.167311805863474	0.0299493854270829	-0.25751526
GNL3L	54552	0.167311805863474	0.0299512881991134	0.407270907500001
		0.167311805863474	0.0299513100952347	-0.501232861388888
MRPL43	84545	0.167311805863474	0.0299530991343034	0.540786527277778
SS18L1	26039	0.167311805863474	0.0299567903385392	-0.431854997944445
PIH1D1	55011	0.167337763248379	0.0299666153176454	-0.709938480388887
CLDN10	9071	0.16738697362558	0.0299857994390285	-0.982754896722222
PRKD3	23683	0.16738697362558	0.0299941239320394	-1.10582012605556
		0.16738697362558	0.0299959819283146	0.791935363833336
		0.16738697362558	0.0300001260647628	-0.727852221166668
UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J	100134938///548644///246721///84820///5439	0.16738697362558	0.0300013223047859	-0.673761857222223
		0.167525778134422	0.0300313838838787	0.649728684
		0.167545165955958	0.0300438660743622	0.6072041965
		0.167545165955958	0.0300452270004248	-1.89130455027778
OR4C12	283093	0.167647941585077	0.0300725615797821	-0.372600313277778
		0.167647941585077	0.0300740312895726	-1.069663716
		0.167664824821625	0.0300822474286255	0.728116959888891
		0.167694000718878	0.0300928652622574	1.22747746511111
OR52K3P	390035	0.167694000718878	0.0301002315261755	1.12027484355556
LINC01446	401337	0.167694000718878	0.0301030473119932	-0.395072385611111
ABCF1	23	0.167763274815999	0.0301209367559459	0.431113823833332
PLCD1	5333	0.167763274815999	0.0301258638975298	0.512739426944445
ZNF438///ZNF438	220929///220929	0.167820170559797	0.0301438521219683	0.712828583777778
TEX2	55852	0.167820170559797	0.0301464654642548	0.668671599
		0.167881009871459	0.0301625885437815	-0.604928319555555
ADGRL1	22859	0.168076372829716	0.0302043542946687	-0.794919575722223
SLAIN1	122060	0.168076372829716	0.0302080891608496	-1.34215436133333
SLC35F6	54978	0.168130563182768	0.0302230306021435	0.686072414388889
RPRD1A	55197	0.168136486301204	0.0302292974195198	-0.554600798722222
ABCD1	215	0.168316729858117	0.0302669111084242	0.589495342444442
TDRD7	23424	0.168410474154458	0.0302889788762683	0.708384528500001
CDK12	51755	0.168424346960749	0.0302995417657089	0.794095666666665
PREPL	9581	0.168424346960749	0.0303018959059668	0.666662741944446
		0.168479665517192	0.0303217649578439	-1.02035409622222
		0.168479665517192	0.0303222738873645	-0.829145353444443
		0.16850167980592	0.0303336681139313	-0.559439035
		0.16850167980592	0.0303366626896027	-0.894168897888888
		0.168646435532138	0.0303713571905041	-0.966838609833335
		0.168646435532138	0.0303731599032386	-0.644479006944445
		0.168667976939153	0.0303875653667762	0.648915957944443
		0.168667976939153	0.0303924095198243	-0.493374210388889
NUDT5	11164	0.168667976939153	0.0303926950804005	1.10154793022222
SNRPB2	6629	0.168818189271379	0.0304249853812005	0.730521095777778
		0.168881037755707	0.0304415372657019	1.33907024833333
		0.168887949965729	0.0304480085532719	-0.599119856611111
		0.168977445821757	0.0304693714380496	1.49450085744445
		0.169066175737007	0.0304906017255349	-0.418208349388889
		0.169105844959197	0.0305029880298294	-0.720312424611112
MGLL	11343	0.169129055519796	0.0305190387984675	-0.716350055166667
TKFC	26007	0.169129055519796	0.0305221859871499	0.385299105611113
CNTNAP1	8506	0.169129055519796	0.0305228730808752	-0.400336536277776
MOSPD1	56180	0.169156747545459	0.0305331043340308	1.08360139188889
		0.169456112422944	0.0305925177471866	-0.770388522333336
		0.169456112422944	0.0305985230835816	0.721708951111111
COMMD7	149951	0.169456112422944	0.0306028689772199	-0.607179185000001
SERPINF1///SERPINF1	5176///5176	0.169542899077557	0.0306237877793007	1.42637621555556
AEBP1	165	0.169555457089756	0.0306313020620366	-0.671041741277778
HIVEP2	3097	0.169719126113597	0.0306661209895551	-0.857012006722222
LDLRAD4	753	0.169722551127987	0.030671991000853	-0.7224427
LIPF	8513	0.169739345552958	0.0306847009813165	-0.2033993595
		0.169739345552958	0.0306855294101648	-0.801122861333333
OR13D1	286365	0.169741217206789	0.0306911194999065	-0.365211610111111
		0.169841483583194	0.0307145036212917	-1.15880833616667
TMEM14A	28978	0.169845851507489	0.0307226611975891	-0.945637543888889
		0.169845851507489	0.0307258034641343	-0.558660222777778
		0.169865189685443	0.030734557386234	-0.638735270833334
STAT6	6778	0.16992376609739	0.0307537000465894	0.594342281444449
OR5K4	403278	0.16992376609739	0.0307556706682878	0.273882906777777
RSPH1	89765	0.170042889714755	0.0307824927360239	-0.46245197611111
CLTB	1212	0.170099793837255	0.0307980567908052	0.490558799166666
SNORD113-4	767564	0.1701170319754	0.0308064412658029	-0.882486885888889
UTP23	84294	0.17027637641624	0.0308405651910729	0.791049523500002
FRS2	10818	0.170280207105689	0.0308465274157299	1.00939566505555
SNRNP70	6625	0.170596393740415	0.0309090833125172	-0.907823964111108
PRDM2	7799	0.170598113686965	0.0309146731804262	0.767111237722225
UHRF1BP1	54887	0.170631546624009	0.0309260109564508	0.637737617722223
PCSK7	9159	0.170655989733425	0.0309400562460107	0.40925565988889
TCFL5	10732	0.170655989733425	0.0309410012016296	0.800605074944447
TNK2	10188	0.17069536252321	0.0309534209878573	-0.44860897661111
		0.170762387348325	0.0309708584089565	0.663364233611111
		0.170795736909518	0.0309823320601559	1.54756940994445
KCNK10	54207	0.170795736909518	0.0309877430348536	0.627877513
		0.170795736909518	0.0309927600313828	-0.289715932722223
MEGF10	84466	0.170819031727114	0.0310064134325465	0.553712767944446
		0.170819031727114	0.0310075572891611	1.35809168011111
FOCAD	54914	0.170832470889386	0.0310204355688804	-0.563804073999998
VPREB1	7441	0.170832470889386	0.0310242883765585	-0.454595359166668
B3GNT5	84002	0.170832470889386	0.0310258532879768	0.947097307555557
		0.170864662541236	0.0310369862869218	-0.739878417722226
BMP8B///BMP8B	656///656	0.170877238606795	0.0310445575662603	0.986668058555555
MAP10	54627	0.170904352879342	0.0310590722202351	-0.607527345166669
C6orf25	80739	0.170904352879342	0.0310600590579888	-0.88636142188889
CKAP5	9793	0.170943520904529	0.0310724663628635	0.553121678444448
ANKRD18A	253650	0.170944797435264	0.0310779873682624	0.912240584333334
		0.171078805045655	0.0311076432428859	-0.819419738777778
DCUN1D3	123879	0.171241465961681	0.0311425183912242	0.833698737222226
FUT10	84750	0.171274258186669	0.0311537812530376	-0.726817908666664
CLEC10A	10462	0.171478179070086	0.0311961787361809	1.05093193738889
ZFAND3	60685	0.171596071963101	0.0312271180467724	0.462190461666668
RAP1GAP	5909	0.171596071963101	0.0312282446485864	0.662761662333332
BFSP1	631	0.171709329014286	0.031254298502799	0.527110004055556
ACOT7	11332	0.171709329014286	0.0312594812016973	-0.471158494444445
BIRC5	332	0.171725106466702	0.0312676665807538	0.867650165111113
		0.171829624560447	0.0312920135565975	0.742751269777776
PTGR1	22949	0.171847716255791	0.0313088604006564	0.992332714555555
SEPT14	346288	0.171847716255791	0.0313120048392284	-0.476178374833333
RXRB	6257	0.171847716255791	0.0313156048844088	-0.748315860833333
		0.171847716255791	0.0313187642206452	0.848707912666667
		0.171847716255791	0.0313218927775399	0.843846709833334
		0.172042394542265	0.031362698822531	-1.20302324138889
		0.172158298288979	0.0313891541665467	-0.470447710777777
		0.172245697980091	0.0314104187337847	-1.23940431266667
LNPK	80856	0.172436352252076	0.0314505212253949	0.689231214444446
		0.172477171630949	0.0314633026186094	-0.522224441111112
CLDN22	53842	0.172562704265671	0.0314915567370586	-0.419788206888889
MYO15B	80022	0.172562704265671	0.0314944646113985	-0.59007482733333
CBX3	11335	0.172562704265671	0.0315019940586882	-0.454177023499996
DENND1B	163486	0.172562704265671	0.0315023960111751	0.88331027211111
CTDSP2	10106	0.172562704265671	0.0315056006271998	-0.603698423944445
		0.172577068470226	0.0315135626407374	0.827696240999999
NEU3	10825	0.172604682261378	0.0315239454035741	-0.542380064111113
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G	101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///390535///283768	0.172703177062638	0.0315472775402313	1.10843358205556
		0.172717797694439	0.0315574628746081	-0.534051686111114
FAM27B///FAM27C	100133121///100132948	0.172717797694439	0.0315606359080275	-1.77057722788889
		0.172722125888603	0.0315667707565972	-1.11642389166667
HHIPL1	84439	0.17284923762748	0.0315991294907712	0.477608679444445
		0.17284923762748	0.0316006975384666	-0.441221802111111
CREBZF	58487	0.173048177926193	0.0316473554632829	-1.05893032277778
		0.173048177926193	0.0316477763596958	-0.782179747611111
HERC4	26091	0.173056352259339	0.0316546256166953	-0.886210902555555
OR1A1	8383	0.173107756449721	0.0316693841121004	0.441856293166666
PHACTR2	9749	0.173234121924227	0.0316978619801329	0.888116028222223
IP6K1	9807	0.17324424472471	0.0317050743339209	-0.545359222499999
		0.173260011068984	0.0317173658689417	-0.656819696888889
		0.173260011068984	0.031718680903907	-0.545507053222225
TAL2	6887	0.173274472016712	0.0317324106689504	0.517796123388889
		0.173274472016712	0.0317406694214047	0.789953122
		0.173274472016712	0.0317432398270446	0.450235817944449
SYMPK	8189	0.173274472016712	0.0317480238460024	0.481318911166667
		0.173274472016712	0.0317481335132876	-0.823582652388891
		0.173359967036708	0.0317691619924638	1.0771779785
		0.173400729568126	0.0317819969048476	-1.06456661844444
		0.173413971164105	0.031789789274692	-0.312116224166667
BOC	91653	0.173514869423451	0.0318136541630324	0.420520335500001
HNF1A	6927	0.173518271488991	0.0318224917489334	0.495375425666666
		0.173518271488991	0.0318250151105082	0.971694363111111
APOBEC3C	27350	0.173736036638122	0.0318703307826931	1.22038976894444
		0.173845647152041	0.0319010969487782	-0.515440736222222
MPP4	58538	0.173845647152041	0.031903078234625	-0.435008851611109
ARPC1B	10095	0.173845647152041	0.0319065740201699	0.750175002888888
SLC37A2	219855	0.173882257130493	0.0319186730470968	1.02559054511111
MYLK2	85366	0.173947451041511	0.0319360222295204	0.397987609666667
		0.173974853909909	0.0319464359999786	-0.922438527999997
		0.174224442973781	0.0319984742624573	-1.20440229683334
FOXK2	3607	0.174224442973781	0.032004388684279	0.631724366555558
TUT1	64852	0.174224442973781	0.0320084385501163	-0.424351458888889
PGRMC1	10857	0.174403578413326	0.0320467452181784	-0.78780404922222
PTK7	5754	0.174609536336314	0.0320899924457072	-0.624451901666667
GLIPR1L1	256710	0.174644393315232	0.0321018019456636	-0.469472055999999
